Transaction_ID,Date,Year,Month,Quarter,Region,Customer_ID,Customer_Segment,Department,Product,Units_Sold,Unit_Price,Gross_Revenue,Discount,Net_Revenue,COGS,Marketing_Expense,Operating_Expense,Total_Expense,Profit,Profit_Margin,Payment_Method,Payment_Status,Budget_Target,Variance_vs_Budget
TXN-04249,2025-11-24,2025,Nov,Q4,Ajman,CUST-0160,SME,Sales,Cloud Support,28,"1,574.18","44,077.04","1,513.49","42,563.55","23,398.39","2,284.53","5,855.46","31,538.38","11,025.17",25.90%,Cash,Paid,"46,490.97","-3,927.42"
TXN-04250,2023-10-13,2023,Oct,Q4,Abu Dhabi,CUST-0249,Hospitality,Finance,Cloud Support,3,"1,755.11","5,265.33",183.65,"5,081.68","3,287.74",186.53,442.66,"3,916.93","1,164.75",22.92%,Online,Paid,"5,185.88",-104.20
TXN-04251,2024-02-12,2024,Feb,Q1,Umm Al Quwain,CUST-0182,SME,IT,Training Program,1,862.54,862.54,85.77,776.77,431.05,52.86,113.64,597.55,179.22,23.07%,Credit Card,Pending,791.99,-15.22
TXN-04252,2023-01-23,2023,Jan,Q1,Ajman,CUST-0265,Government,Operations,Cloud Support,8,"1,656.11","13,248.88",541.45,"12,707.43","7,032.22",943.54,"1,564.35","9,540.11","3,167.32",24.92%,Cash,Paid,"13,132.55",-425.12
TXN-04253,2024-03-27,2024,Mar,Q1,Dubai,CUST-0026,Hospitality,Sales,Data Analytics Package,8,"5,913.05","47,304.40",975.75,"46,328.65","20,290.69","2,679.65","2,384.60","25,354.94","20,973.71",45.27%,Bank Transfer,Paid,"49,238.08","-2,909.43"
TXN-04254,2024-03-30,2024,Mar,Q1,Dubai,CUST-0437,Government,Marketing,Consulting Service,2,"3,032.63","6,065.26",145.40,"5,919.86","2,659.45",251.13,735.47,"3,646.05","2,273.81",38.41%,Cash,Paid,"6,164.21",-244.35
TXN-04255,2025-11-02,2025,Nov,Q4,Ajman,CUST-0498,Retail,Operations,Cloud Support,24,"2,006.08","48,145.92","2,079.42","46,066.50","30,067.08","1,843.35","4,106.80","36,017.23","10,049.27",21.81%,Bank Transfer,Paid,"44,142.26","1,924.24"
TXN-04256,2025-11-20,2025,Nov,Q4,Fujairah,CUST-0044,Hospitality,Operations,Training Program,29,820.51,"23,794.79",415.42,"23,379.37","12,486.03","1,250.77","3,978.01","17,714.81","5,664.56",24.23%,Online,Overdue,"21,136.24","2,243.13"
TXN-04257,2023-03-01,2023,Mar,Q1,Ras Al Khaimah,CUST-0157,Government,Logistics,Security Audit,4,"4,773.30","19,093.20","1,093.83","17,999.37","9,736.78",491.79,"1,791.11","12,019.68","5,979.69",33.22%,Online,Paid,"17,722.32",277.05
TXN-04258,2025-04-28,2025,Apr,Q2,Dubai,CUST-0160,Hospitality,Operations,Data Analytics Package,8,"4,454.43","35,635.44",745.78,"34,889.66","14,978.27","1,115.23","2,755.57","18,849.07","16,040.59",45.98%,Credit Card,Paid,"32,324.33","2,565.33"
TXN-04259,2023-10-15,2023,Oct,Q4,Abu Dhabi,CUST-0121,SME,Sales,Security Audit,5,"3,491.73","17,458.65",464.10,"16,994.55","8,230.21",669.98,"1,248.63","10,148.82","6,845.73",40.28%,Bank Transfer,Pending,"16,824.81",169.74
TXN-04260,2025-11-05,2025,Nov,Q4,Fujairah,CUST-0265,Hospitality,IT,Consulting Service,6,"3,776.79","22,660.74","1,306.67","21,354.07","10,050.92","1,474.83","3,139.40","14,665.15","6,688.92",31.32%,Credit Card,Paid,"23,833.73","-2,479.66"
TXN-04261,2025-08-28,2025,Aug,Q3,Dubai,CUST-0274,Corporate,IT,Data Analytics Package,8,"5,371.54","42,972.32","3,595.02","39,377.30","17,022.12",896.54,"4,903.16","22,821.82","16,555.48",42.04%,Credit Card,Paid,"42,409.52","-3,032.22"
TXN-04262,2023-10-23,2023,Oct,Q4,Ajman,CUST-0097,SME,Finance,Cloud Support,25,"1,503.50","37,587.50",844.52,"36,742.98","20,157.31","1,363.22","3,791.29","25,311.82","11,431.16",31.11%,Bank Transfer,Paid,"34,895.13","1,847.85"
TXN-04263,2023-12-12,2023,Dec,Q4,Umm Al Quwain,CUST-0450,Retail,Finance,Maintenance Contract,11,"1,438.27","15,820.97","1,300.30","14,520.67","9,796.46",456.81,"1,915.96","12,169.23","2,351.44",16.19%,Cheque,Paid,"13,299.47","1,221.20"
TXN-04264,2023-08-15,2023,Aug,Q3,Umm Al Quwain,CUST-0220,Government,Operations,Software Subscription,24,"1,200.04","28,800.96","1,304.94","27,496.02","14,783.56","1,789.75","3,682.31","20,255.62","7,240.40",26.33%,Credit Card,Paid,"32,342.88","-4,846.86"
TXN-04265,2025-12-26,2025,Dec,Q4,Sharjah,CUST-0163,Government,Operations,Maintenance Contract,23,"1,293.05","29,740.15",770.30,"28,969.85","19,182.25","1,470.22","4,625.90","25,278.37","3,691.48",12.74%,Cash,Overdue,"27,062.26","1,907.59"
TXN-04266,2025-04-22,2025,Apr,Q2,Abu Dhabi,CUST-0244,SME,Finance,Maintenance Contract,28,"1,763.88","49,388.64","3,212.39","46,176.25","30,639.51","3,682.33","2,415.66","36,737.50","9,438.75",20.44%,Cash,Paid,"46,583.94",-407.69
TXN-04267,2024-02-17,2024,Feb,Q1,Dubai,CUST-0312,Retail,HR,Maintenance Contract,25,"1,798.75","44,968.75","2,227.99","42,740.76","26,007.71","1,603.67","3,492.59","31,103.97","11,636.79",27.23%,Credit Card,Paid,"44,010.76","-1,270.00"
TXN-04268,2023-02-12,2023,Feb,Q1,Sharjah,CUST-0353,Retail,Finance,Cloud Support,6,"2,031.47","12,188.82","1,618.11","10,570.71","6,879.38",460.38,733.57,"8,073.33","2,497.38",23.63%,Cash,Paid,"9,512.29","1,058.42"
TXN-04269,2025-09-04,2025,Sep,Q3,Abu Dhabi,CUST-0153,Corporate,Marketing,Cloud Support,22,"1,685.71","37,085.62","1,113.05","35,972.57","21,123.65","1,211.23","6,220.81","28,555.69","7,416.88",20.62%,Online,Paid,"32,728.25","3,244.32"
TXN-04270,2025-07-23,2025,Jul,Q3,Fujairah,CUST-0201,Retail,Finance,Cloud Support,25,"1,478.72","36,968.00","1,174.71","35,793.29","22,930.73","1,972.50","3,029.83","27,933.06","7,860.23",21.96%,Online,Paid,"41,652.70","-5,859.41"
TXN-04271,2024-02-07,2024,Feb,Q1,Fujairah,CUST-0412,Government,Marketing,Maintenance Contract,8,"1,602.54","12,820.32","1,036.73","11,783.59","7,408.05",511.10,"1,815.15","9,734.30","2,049.29",17.39%,Cheque,Paid,"12,992.12","-1,208.53"
TXN-04272,2025-07-19,2025,Jul,Q3,Abu Dhabi,CUST-0096,SME,Sales,Consulting Service,3,"4,171.72","12,515.16",735.50,"11,779.66","4,835.98",382.97,689.00,"5,907.95","5,871.71",49.85%,Cheque,Paid,"10,692.11","1,087.55"
TXN-04273,2025-07-06,2025,Jul,Q3,Abu Dhabi,CUST-0499,Government,IT,Maintenance Contract,19,"1,396.18","26,527.42",177.74,"26,349.68","16,323.47","1,284.51","1,928.23","19,536.21","6,813.47",25.86%,Cheque,Paid,"29,258.99","-2,909.31"
TXN-04274,2025-07-23,2025,Jul,Q3,Ajman,CUST-0114,Corporate,Sales,Consulting Service,7,"3,062.69","21,438.83",683.95,"20,754.88","9,885.34",755.35,"2,590.82","13,231.51","7,523.37",36.25%,Cheque,Paid,"22,364.51","-1,609.63"
TXN-04275,2025-12-22,2025,Dec,Q4,Abu Dhabi,CUST-0341,Retail,Logistics,Training Program,7,993.12,"6,951.84",533.52,"6,418.32","3,553.66",342.31,"1,051.28","4,947.25","1,471.07",22.92%,Cheque,Paid,"6,560.59",-142.27
TXN-04276,2024-03-28,2024,Mar,Q1,Umm Al Quwain,CUST-0294,Hospitality,Finance,Training Program,3,777.04,"2,331.12",265.59,"2,065.53","1,085.70",134.74,302.46,"1,522.90",542.63,26.27%,Cheque,Paid,"1,905.64",159.89
TXN-04277,2024-03-26,2024,Mar,Q1,Sharjah,CUST-0400,Government,HR,Maintenance Contract,24,"1,633.32","39,199.68","3,640.38","35,559.30","22,435.23","2,173.89","5,533.89","30,143.01","5,416.29",15.23%,Cash,Paid,"37,955.69","-2,396.39"
TXN-04278,2023-01-05,2023,Jan,Q1,Umm Al Quwain,CUST-0332,Government,Logistics,Software Subscription,20,"1,125.20","22,504.00","2,497.80","20,006.20","11,049.04","1,309.55","2,984.73","15,343.32","4,662.88",23.31%,Bank Transfer,Paid,"21,160.86","-1,154.66"
TXN-04279,2025-03-05,2025,Mar,Q1,Ras Al Khaimah,CUST-0202,Hospitality,Finance,Hardware Setup,28,"2,292.35","64,185.80","9,384.78","54,801.02","44,964.42","4,203.48","6,620.03","55,787.93",-986.91,-1.80%,Credit Card,Pending,"57,652.49","-2,851.47"
TXN-04280,2025-05-24,2025,May,Q2,Dubai,CUST-0405,Government,Operations,Security Audit,8,"4,834.59","38,676.72",624.51,"38,052.21","18,551.08","1,286.85","3,743.55","23,581.48","14,470.73",38.03%,Cash,Paid,"38,909.66",-857.45
TXN-04281,2023-01-23,2023,Jan,Q1,Dubai,CUST-0236,Retail,Marketing,Cloud Support,1,"1,944.82","1,944.82",80.43,"1,864.39","1,165.47",143.94,149.31,"1,458.72",405.67,21.76%,Online,Paid,"1,920.61",-56.22
TXN-04282,2023-09-26,2023,Sep,Q3,Ras Al Khaimah,CUST-0372,Hospitality,IT,Software Subscription,26,"1,457.08","37,884.08","4,378.98","33,505.10","19,810.90","2,650.85","3,780.64","26,242.39","7,262.71",21.68%,Cheque,Paid,"35,931.09","-2,425.99"
TXN-04283,2023-09-11,2023,Sep,Q3,Ras Al Khaimah,CUST-0014,SME,Marketing,Training Program,12,887.13,"10,645.56",87.66,"10,557.90","5,409.29",236.58,762.73,"6,408.60","4,149.30",39.30%,Credit Card,Paid,"11,320.58",-762.68
TXN-04284,2024-09-08,2024,Sep,Q3,Ajman,CUST-0210,SME,Logistics,Cloud Support,27,"1,755.31","47,393.37",592.86,"46,800.51","29,184.14","1,850.73","5,217.63","36,252.50","10,548.01",22.54%,Cheque,Paid,"52,803.92","-6,003.41"
TXN-04285,2024-12-27,2024,Dec,Q4,Fujairah,CUST-0374,Hospitality,Operations,Security Audit,1,"3,945.83","3,945.83",60.32,"3,885.51","2,064.16",124.59,575.20,"2,763.95","1,121.56",28.87%,Bank Transfer,Overdue,"3,623.90",261.61
TXN-04286,2023-08-31,2023,Aug,Q3,Sharjah,CUST-0086,Government,Marketing,Training Program,25,880.34,"22,008.50","1,581.42","20,427.08","10,526.87","1,347.63","2,550.96","14,425.46","6,001.62",29.38%,Cash,Paid,"20,214.72",212.36
TXN-04287,2024-06-20,2024,Jun,Q2,Umm Al Quwain,CUST-0318,SME,Finance,Software Subscription,22,"1,311.42","28,851.24","4,619.89","24,231.35","13,933.36","1,535.28","4,136.19","19,604.83","4,626.52",19.09%,Cash,Paid,"23,504.16",727.19
TXN-04288,2025-03-06,2025,Mar,Q1,Umm Al Quwain,CUST-0480,Corporate,IT,Maintenance Contract,26,"1,315.01","34,190.26","3,249.62","30,940.64","19,947.76","1,721.68","2,557.47","24,226.91","6,713.73",21.70%,Cheque,Paid,"31,602.70",-662.06
TXN-04289,2025-04-19,2025,Apr,Q2,Ajman,CUST-0206,Government,IT,Software Subscription,16,"1,095.51","17,528.16","2,255.36","15,272.80","9,258.88",347.63,"2,599.50","12,206.01","3,066.79",20.08%,Bank Transfer,Paid,"17,644.44","-2,371.64"
TXN-04290,2023-04-18,2023,Apr,Q2,Abu Dhabi,CUST-0128,Retail,Operations,Training Program,6,742.94,"4,457.64",346.81,"4,110.83","2,030.74",254.94,370.12,"2,655.80","1,455.03",35.40%,Credit Card,Paid,"3,778.77",332.06
TXN-04291,2023-10-16,2023,Oct,Q4,Abu Dhabi,CUST-0380,Corporate,Marketing,Software Subscription,20,"1,133.18","22,663.60",673.90,"21,989.70","12,141.64",883.35,"3,112.07","16,137.06","5,852.64",26.62%,Cash,Paid,"20,577.56","1,412.14"
TXN-04292,2024-06-12,2024,Jun,Q2,Sharjah,CUST-0050,Government,Logistics,Software Subscription,19,"1,105.23","20,999.37",301.34,"20,698.03","11,258.62","1,391.38","1,931.72","14,581.72","6,116.31",29.55%,Cheque,Paid,"20,376.03",322.00
TXN-04293,2024-10-16,2024,Oct,Q4,Abu Dhabi,CUST-0209,SME,HR,Hardware Setup,23,"2,769.99","63,709.77","2,806.95","60,902.82","43,879.16","3,417.75","5,607.02","52,903.93","7,998.89",13.13%,Online,Paid,"68,732.44","-7,829.62"
TXN-04294,2025-09-14,2025,Sep,Q3,Abu Dhabi,CUST-0438,Corporate,Finance,Maintenance Contract,22,"1,813.64","39,900.08",608.91,"39,291.17","27,932.20","2,350.23","2,943.21","33,225.64","6,065.53",15.44%,Bank Transfer,Paid,"45,176.79","-5,885.62"
TXN-04295,2024-09-05,2024,Sep,Q3,Umm Al Quwain,CUST-0011,Government,HR,Data Analytics Package,3,"5,120.40","15,361.20","1,454.98","13,906.22","6,053.27",759.98,"1,219.64","8,032.89","5,873.33",42.24%,Online,Paid,"12,400.56","1,505.66"
TXN-04296,2023-08-21,2023,Aug,Q3,Fujairah,CUST-0217,Retail,Finance,Training Program,8,"1,021.74","8,173.92",463.37,"7,710.55","3,656.55",294.53,444.51,"4,395.59","3,314.96",42.99%,Online,Paid,"7,007.73",702.82
TXN-04297,2023-04-21,2023,Apr,Q2,Umm Al Quwain,CUST-0236,Government,HR,Hardware Setup,23,"2,685.83","61,774.09","6,521.26","55,252.83","41,561.85","2,891.66","2,947.11","47,400.62","7,852.21",14.21%,Bank Transfer,Paid,"58,548.01","-3,295.18"
TXN-04298,2024-11-19,2024,Nov,Q4,Abu Dhabi,CUST-0429,Hospitality,Finance,Data Analytics Package,8,"4,765.76","38,126.08","2,740.97","35,385.11","14,174.04","2,474.43","3,337.29","19,985.76","15,399.35",43.52%,Bank Transfer,Paid,"38,890.23","-3,505.12"
TXN-04299,2024-04-15,2024,Apr,Q2,Abu Dhabi,CUST-0085,Government,IT,Security Audit,8,"3,785.15","30,281.20","1,998.90","28,282.30","12,736.11",617.45,"4,740.67","18,094.23","10,188.07",36.02%,Online,Overdue,"27,062.12","1,220.18"
TXN-04300,2024-10-01,2024,Oct,Q4,Fujairah,CUST-0446,Hospitality,Finance,Cloud Support,4,"2,041.30","8,165.20","1,007.32","7,157.88","4,522.90",548.19,"1,115.40","6,186.49",971.39,13.57%,Cash,Paid,"8,299.79","-1,141.91"
TXN-04301,2025-02-07,2025,Feb,Q1,Abu Dhabi,CUST-0460,Corporate,Sales,Training Program,23,"1,064.89","24,492.47",558.35,"23,934.12","11,756.74","1,285.47","2,826.72","15,868.93","8,065.19",33.70%,Cash,Paid,"25,481.41","-1,547.29"
TXN-04302,2025-06-15,2025,Jun,Q2,Sharjah,CUST-0452,Government,Sales,Cloud Support,13,"1,813.47","23,575.11","3,034.64","20,540.47","12,290.61",619.05,"1,872.70","14,782.36","5,758.11",28.03%,Cheque,Paid,"22,440.13","-1,899.66"
TXN-04303,2024-01-24,2024,Jan,Q1,Fujairah,CUST-0359,Government,Sales,Consulting Service,3,"3,261.76","9,785.28",117.14,"9,668.14","4,550.17",459.15,"1,684.34","6,693.66","2,974.48",30.77%,Cheque,Paid,"9,240.87",427.27
TXN-04304,2024-07-14,2024,Jul,Q3,Dubai,CUST-0439,Government,Marketing,Software Subscription,8,"1,141.21","9,129.68","1,170.21","7,959.47","4,808.34",177.86,741.68,"5,727.88","2,231.59",28.04%,Cheque,Overdue,"7,920.23",39.24
TXN-04305,2024-03-06,2024,Mar,Q1,Abu Dhabi,CUST-0368,Corporate,Logistics,Cloud Support,2,"1,757.53","3,515.06",441.04,"3,074.02","1,840.87",122.29,200.43,"2,163.59",910.43,29.62%,Bank Transfer,Paid,"3,617.33",-543.31
TXN-04306,2024-10-17,2024,Oct,Q4,Abu Dhabi,CUST-0039,SME,Marketing,Software Subscription,30,"1,460.70","43,821.00","7,469.56","36,351.44","22,153.53","1,014.56","4,715.98","27,884.07","8,467.37",23.29%,Cheque,Paid,"34,193.66","2,157.78"
TXN-04307,2023-03-04,2023,Mar,Q1,Sharjah,CUST-0100,Corporate,Finance,Cloud Support,22,"1,707.77","37,570.94","3,945.65","33,625.29","19,031.56","2,685.89","3,472.00","25,189.45","8,435.84",25.09%,Credit Card,Paid,"29,752.41","3,872.88"
TXN-04308,2025-10-28,2025,Oct,Q4,Abu Dhabi,CUST-0275,Retail,Operations,Security Audit,4,"4,740.19","18,960.76",444.60,"18,516.16","8,588.21",780.44,"1,207.04","10,575.69","7,940.47",42.88%,Online,Paid,"18,747.37",-231.21
TXN-04309,2025-02-24,2025,Feb,Q1,Fujairah,CUST-0152,Hospitality,Finance,Security Audit,4,"3,644.70","14,578.80",922.71,"13,656.09","6,199.33","1,047.13","1,522.24","8,768.70","4,887.39",35.79%,Cheque,Overdue,"13,759.10",-103.01
TXN-04310,2025-01-10,2025,Jan,Q1,Sharjah,CUST-0402,SME,Sales,Hardware Setup,30,"2,907.55","87,226.50","2,325.45","84,901.05","68,009.26","6,752.43","14,558.55","89,320.24","-4,419.19",-5.21%,Bank Transfer,Pending,"90,151.81","-5,250.76"
TXN-04311,2023-03-14,2023,Mar,Q1,Ajman,CUST-0387,Corporate,Marketing,Maintenance Contract,7,"1,277.45","8,942.15",766.01,"8,176.14","5,138.25",560.54,910.43,"6,609.22","1,566.92",19.16%,Cash,Paid,"8,552.81",-376.67
TXN-04312,2023-05-29,2023,May,Q2,Fujairah,CUST-0344,Retail,IT,Consulting Service,3,"3,720.61","11,161.83",564.24,"10,597.59","4,945.05",542.38,541.70,"6,029.13","4,568.46",43.11%,Credit Card,Paid,"9,861.75",735.84
TXN-04313,2024-06-03,2024,Jun,Q2,Ras Al Khaimah,CUST-0454,Retail,HR,Security Audit,7,"3,980.81","27,865.67","1,626.89","26,238.78","12,568.39","1,084.38","4,061.40","17,714.17","8,524.61",32.49%,Online,Paid,"25,636.88",601.90
TXN-04314,2023-03-31,2023,Mar,Q1,Sharjah,CUST-0319,Hospitality,Logistics,Hardware Setup,19,"2,184.31","41,501.89","1,994.65","39,507.24","31,314.90","1,916.23","4,687.62","37,918.75","1,588.49",4.02%,Cash,Paid,"46,145.64","-6,638.40"
TXN-04315,2024-07-27,2024,Jul,Q3,Sharjah,CUST-0348,SME,Sales,Software Subscription,13,"1,002.61","13,033.93","1,849.64","11,184.29","6,590.40",848.49,"1,389.55","8,828.44","2,355.85",21.06%,Online,Paid,"11,069.50",114.79
TXN-04316,2025-12-14,2025,Dec,Q4,Dubai,CUST-0169,SME,Sales,Software Subscription,6,"1,423.09","8,538.54","1,222.12","7,316.42","4,241.02",365.28,414.41,"5,020.71","2,295.71",31.38%,Credit Card,Paid,"8,535.93","-1,219.51"
TXN-04317,2024-03-27,2024,Mar,Q1,Abu Dhabi,CUST-0277,Retail,Sales,Data Analytics Package,4,"6,006.95","24,027.80","1,916.28","22,111.52","8,782.58",522.64,"1,511.14","10,816.36","11,295.16",51.08%,Credit Card,Paid,"22,729.65",-618.13
TXN-04318,2025-07-08,2025,Jul,Q3,Umm Al Quwain,CUST-0331,Corporate,Operations,Consulting Service,4,"3,070.82","12,283.28",216.53,"12,066.75","5,157.00",750.13,"1,419.15","7,326.28","4,740.47",39.29%,Bank Transfer,Pending,"12,648.13",-581.38
TXN-04319,2025-05-15,2025,May,Q2,Sharjah,CUST-0155,Retail,Operations,Training Program,16,837.10,"13,393.60",220.40,"13,173.20","6,341.36",916.97,809.90,"8,068.23","5,104.97",38.75%,Online,Pending,"14,912.62","-1,739.42"
TXN-04320,2024-12-18,2024,Dec,Q4,Dubai,CUST-0254,Corporate,Marketing,Software Subscription,5,"1,309.09","6,545.45",891.27,"5,654.18","3,409.38",119.29,790.82,"4,319.49","1,334.69",23.61%,Cheque,Paid,"5,635.31",18.87
TXN-04321,2025-09-19,2025,Sep,Q3,Dubai,CUST-0229,SME,Logistics,Security Audit,4,"3,468.84","13,875.36",602.03,"13,273.33","6,810.19","1,014.15","1,881.13","9,705.47","3,567.86",26.88%,Cheque,Pending,"14,206.26",-932.93
TXN-04322,2023-12-19,2023,Dec,Q4,Abu Dhabi,CUST-0039,Government,HR,Software Subscription,10,"1,003.07","10,030.70","1,146.19","8,884.51","5,607.28",598.11,454.67,"6,660.06","2,224.45",25.04%,Cash,Paid,"8,627.03",257.48
TXN-04323,2025-05-19,2025,May,Q2,Dubai,CUST-0468,SME,HR,Data Analytics Package,5,"4,499.97","22,499.85",156.04,"22,343.81","8,646.37","1,551.79","1,363.47","11,561.63","10,782.18",48.26%,Cheque,Paid,"23,685.04","-1,341.23"
TXN-04324,2025-05-20,2025,May,Q2,Ajman,CUST-0124,SME,Logistics,Hardware Setup,15,"2,588.18","38,822.70","2,976.98","35,845.72","26,343.28","2,029.41","5,562.64","33,935.33","1,910.39",5.33%,Credit Card,Paid,"36,938.22","-1,092.50"
TXN-04325,2023-03-13,2023,Mar,Q1,Dubai,CUST-0353,Hospitality,Finance,Cloud Support,17,"2,011.72","34,199.24","2,085.02","32,114.22","20,575.33","1,009.53","5,296.04","26,880.90","5,233.32",16.30%,Bank Transfer,Paid,"36,918.04","-4,803.82"
TXN-04326,2023-05-18,2023,May,Q2,Abu Dhabi,CUST-0456,Hospitality,Marketing,Cloud Support,13,"1,557.38","20,245.94","1,564.50","18,681.44","12,066.94",437.35,"2,459.91","14,964.20","3,717.24",19.90%,Cash,Paid,"17,356.55","1,324.89"
TXN-04327,2025-03-09,2025,Mar,Q1,Fujairah,CUST-0090,SME,Marketing,Security Audit,4,"3,593.78","14,375.12",975.08,"13,400.04","7,079.04",493.27,"1,251.57","8,823.88","4,576.16",34.15%,Cash,Pending,"11,907.87","1,492.17"
TXN-04328,2024-02-11,2024,Feb,Q1,Abu Dhabi,CUST-0128,Government,Marketing,Hardware Setup,27,"2,726.11","73,604.97","12,536.33","61,068.64","47,839.75","4,792.01","8,383.76","61,015.52",53.12,0.09%,Cash,Paid,"66,158.61","-5,089.97"
TXN-04329,2023-12-04,2023,Dec,Q4,Fujairah,CUST-0148,Government,Sales,Training Program,21,769.23,"16,153.83",446.84,"15,706.99","7,850.36",319.15,"1,588.70","9,758.21","5,948.78",37.87%,Cash,Paid,"16,258.39",-551.40
TXN-04330,2025-03-22,2025,Mar,Q1,Abu Dhabi,CUST-0196,Corporate,Logistics,Training Program,30,899.21,"26,976.30","2,987.43","23,988.87","11,294.13","1,007.16","3,389.68","15,690.97","8,297.90",34.59%,Cheque,Paid,"25,555.13","-1,566.26"
TXN-04331,2023-07-14,2023,Jul,Q3,Abu Dhabi,CUST-0164,Government,Marketing,Data Analytics Package,5,"6,033.43","30,167.15","1,896.40","28,270.75","11,358.82","1,840.96","1,987.40","15,187.18","13,083.57",46.28%,Bank Transfer,Overdue,"27,753.11",517.64
TXN-04332,2025-06-25,2025,Jun,Q2,Ajman,CUST-0162,Government,Marketing,Cloud Support,16,"1,789.79","28,636.64","1,287.48","27,349.16","15,743.47","1,034.87","2,314.43","19,092.77","8,256.39",30.19%,Cheque,Paid,"26,435.33",913.83
TXN-04333,2023-05-25,2023,May,Q2,Ajman,CUST-0498,Corporate,Operations,Hardware Setup,2,"2,398.64","4,797.28",284.86,"4,512.42","3,063.91",284.96,482.96,"3,831.83",680.59,15.08%,Credit Card,Pending,"4,384.60",127.82
TXN-04334,2023-05-27,2023,May,Q2,Ajman,CUST-0373,Government,Logistics,Data Analytics Package,8,"5,613.33","44,906.64",942.01,"43,964.63","16,825.79","1,871.79","6,731.86","25,429.44","18,535.19",42.16%,Credit Card,Paid,"46,645.57","-2,680.94"
TXN-04335,2024-09-16,2024,Sep,Q3,Ajman,CUST-0395,Corporate,Marketing,Training Program,29,830.49,"24,084.21","1,395.00","22,689.21","11,354.52","1,395.58","1,654.07","14,404.17","8,285.04",36.52%,Online,Paid,"23,634.07",-944.86
TXN-04336,2023-10-24,2023,Oct,Q4,Umm Al Quwain,CUST-0147,Hospitality,Sales,Hardware Setup,4,"2,297.84","9,191.36","1,534.10","7,657.26","5,838.53",551.31,934.05,"7,323.89",333.37,4.35%,Online,Paid,"7,768.20",-110.94
TXN-04337,2024-09-30,2024,Sep,Q3,Dubai,CUST-0287,Government,Finance,Software Subscription,14,"1,323.28","18,525.92",406.09,"18,119.83","11,238.63",739.64,"3,176.17","15,154.44","2,965.39",16.37%,Credit Card,Paid,"19,877.58","-1,757.75"
TXN-04338,2023-10-21,2023,Oct,Q4,Dubai,CUST-0483,Government,Operations,Maintenance Contract,26,"1,542.73","40,110.98","1,575.39","38,535.59","27,359.55","1,974.49","2,078.07","31,412.11","7,123.48",18.49%,Cheque,Paid,"43,747.12","-5,211.53"
TXN-04339,2024-02-02,2024,Feb,Q1,Ajman,CUST-0257,Government,Logistics,Hardware Setup,29,"2,461.61","71,386.69","13,276.67","58,110.02","39,447.53","2,078.60","5,586.00","47,112.13","10,997.89",18.93%,Cash,Paid,"53,381.88","4,728.14"
TXN-04340,2025-08-09,2025,Aug,Q3,Abu Dhabi,CUST-0195,SME,Finance,Security Audit,1,"3,634.82","3,634.82",240.65,"3,394.17","1,654.77",96.09,177.01,"1,927.87","1,466.30",43.20%,Bank Transfer,Paid,"3,745.36",-351.19
TXN-04341,2025-03-30,2025,Mar,Q1,Abu Dhabi,CUST-0168,Retail,Logistics,Maintenance Contract,25,"1,376.47","34,411.75","1,926.39","32,485.36","19,884.11","1,570.13","4,128.14","25,582.38","6,902.98",21.25%,Credit Card,Paid,"37,799.08","-5,313.72"
TXN-04342,2025-01-18,2025,Jan,Q1,Umm Al Quwain,CUST-0309,Retail,Marketing,Consulting Service,3,"3,693.74","11,081.22",16.96,"11,064.26","4,838.90",752.22,"1,721.65","7,312.77","3,751.49",33.91%,Cash,Paid,"10,463.66",600.60
TXN-04343,2023-04-09,2023,Apr,Q2,Ajman,CUST-0392,Government,Sales,Maintenance Contract,28,"1,253.46","35,096.88",974.13,"34,122.75","21,363.64",861.92,"5,230.53","27,456.09","6,666.66",19.54%,Cash,Paid,"30,252.45","3,870.30"
TXN-04344,2025-11-17,2025,Nov,Q4,Ras Al Khaimah,CUST-0321,Hospitality,Marketing,Software Subscription,19,"1,135.55","21,575.45",607.34,"20,968.11","11,580.27","1,148.03","3,661.29","16,389.59","4,578.52",21.84%,Credit Card,Paid,"21,621.69",-653.58
TXN-04345,2023-11-14,2023,Nov,Q4,Abu Dhabi,CUST-0419,Hospitality,HR,Maintenance Contract,27,"1,523.47","41,133.69",693.35,"40,440.34","24,221.75","2,126.10","4,074.87","30,422.72","10,017.62",24.77%,Credit Card,Pending,"47,366.38","-6,926.04"
TXN-04346,2025-12-10,2025,Dec,Q4,Umm Al Quwain,CUST-0366,Government,HR,Consulting Service,5,"3,730.38","18,651.90",904.19,"17,747.71","8,644.50","1,301.18","2,872.21","12,817.89","4,929.82",27.78%,Bank Transfer,Pending,"18,756.55","-1,008.84"
TXN-04347,2025-01-19,2025,Jan,Q1,Abu Dhabi,CUST-0114,Government,Finance,Cloud Support,22,"2,016.01","44,352.22","4,648.23","39,703.99","26,043.73","2,707.41","5,806.65","34,557.79","5,146.20",12.96%,Cash,Paid,"35,760.71","3,943.28"
TXN-04348,2024-08-06,2024,Aug,Q3,Fujairah,CUST-0398,Retail,Logistics,Data Analytics Package,5,"5,032.65","25,163.25",709.55,"24,453.70","8,905.93",921.10,"1,673.17","11,500.20","12,953.50",52.97%,Cash,Paid,"28,434.43","-3,980.73"
